date open high low close vol
20000303 1381.76 1410.88 1381.76 1409.17 1150300032
20000306 1409.17 1409.74 1384.75 1391.28 1029000000
20000307 1391.28 1399.21 1349.99 1355.62 1314099968
20000308 1355.62 1373.79 1346.62 1366.70 1203000064
20000309 1366.70 1401.82 1357.88 1401.69 1123000064
20000310 1401.69 1413.46 1392.07 1395.07 1138800000
20000313 1395.07 1398.39 1364.84 1383.62 1016099968
20000314 1383.62 1395.15 1359.15 1359.15 1094000000
20000315 1359.15 1397.99 1356.99 1392.14 1302800000
20000316 1392.15 1458.47 1392.15 1458.47 1482300032
20000317 1458.47 1477.33 1453.32 1464.47 1295100032
20000320 1464.47 1470.30 1448.49 1456.63 920800000
20000321 1456.63 1493.92 1446.06 1493.87 1065900032
20000322 1493.87 1505.08 1487.33 1500.64 1075000064
20000323 1500.64 1532.50 1492.39 1527.35 1078300032
20000324 1527.35 1552.87 1516.83 1527.46 1052200000
20000327 1527.46 1534.63 1518.46 1523.86 901000000
20000328 1523.86 1527.36 1507.09 1507.73 959100032
20000329 1507.73 1521.45 1497.45 1508.52 1061900032
20000330 1508.52 1517.38 1474.63 1487.92 1193400064
20000331 1487.92 1519.81 1484.38 1498.58 1227399936
20000403 1498.58 1507.19 1486.96 1505.97 1021699968
20000404 1505.98 1526.45 1416.41 1494.73 1515459968
20000405 1494.73 1506.55 1478.05 1487.37 1110300032
20000406 1487.37 1511.76 1487.37 1501.34 1008000000
20000407 1501.34 1518.68 1501.34 1516.35 891600000
20000410 1516.35 1527.19 1503.35 1504.46 853699968
20000411 1504.46 1512.80 1486.78 1500.59 971400000
20000412 1500.59 1509.08 1466.15 1467.17 1175900032
20000413 1467.17 1477.52 1439.34 1440.51 1032000000
20000414 1440.51 1440.51 1339.40 1356.56 1279699968
20000417 1356.56 1401.53 1346.50 1401.44 1204700032
20000418 1401.44 1441.61 1397.81 1441.61 1109400064
20000419 1441.61 1447.69 1424.26 1427.47 1001400000
20000420 1427.47 1435.49 1422.08 1434.54 896200000
20000424 1434.54 1434.54 1407.13 1429.86 868700032
20000425 1429.86 1477.67 1429.86 1477.44 1071100032
20000426 1477.44 1482.94 1456.98 1460.99 999600000
20000427 1460.99 1469.21 1434.81 1464.92 1111000064
20000428 1464.92 1473.62 1448.15 1452.43 984600000
20000501 1452.43 1481.51 1452.43 1468.25 966300032
20000502 1468.25 1468.25 1445.22 1446.29 1011500032
20000503 1446.29 1446.29 1398.36 1415.10 991600000
20000504 1415.10 1420.99 1404.94 1409.57 925800000
20000505 1409.57 1436.03 1405.08 1432.63 805500032
20000508 1432.63 1432.63 1417.05 1424.17 787600000
20000509 1424.17 1430.28 1401.85 1412.14 896600000
20000510 1412.14 1412.14 1375.14 1383.05 1006400000
20000511 1383.05 1410.26 1383.05 1407.81 953600000
20000512 1407.81 1430.13 1407.81 1420.96 858200000
20000515 1420.96 1452.39 1416.54 1452.36 854600000
20000516 1452.36 1470.40 1450.76 1466.04 955500032
20000517 1466.04 1466.04 1441.67 1447.80 820499968
20000518 1447.80 1458.04 1436.59 1437.21 807900032
20000519 1437.21 1437.21 1401.74 1406.95 853699968
20000522 1406.95 1410.55 1368.73 1400.72 869000000
20000523 1400.72 1403.77 1373.43 1373.86 869900032
20000524 1373.86 1401.75 1361.09 1399.05 1152300032
20000525 1399.05 1411.65 1373.93 1381.52 984499968
20000526 1381.52 1391.42 1369.75 1378.02 722600000
20000530 1378.02 1422.45 1378.02 1422.45 844200000
20000531 1422.44 1434.49 1415.50 1420.60 960499968
20000601 1420.60 1448.81 1420.60 1448.81 960099968
20000602 1448.81 1483.23 1448.81 1477.26 1162400000
20000605 1477.26 1477.28 1464.68 1467.63 838600000
20000606 1467.63 1471.36 1454.74 1457.84 950099968
20000607 1457.84 1474.64 1455.06 1471.36 854600000
20000608 1471.36 1475.65 1456.49 1461.67 854300032
20000609 1461.67 1472.67 1454.96 1456.95 786000000
20000612 1456.95 1462.93 1445.99 1446.00 774099968
20000613 1446.00 1470.42 1442.38 1469.44 935900032
20000614 1469.44 1483.62 1467.71 1470.54 929699968
20000615 1470.54 1482.04 1464.62 1478.73 1011400000
20000616 1478.73 1480.77 1460.42 1464.46 1250800000
20000619 1464.46 1488.93 1459.05 1486.00 921699968
20000620 1486.00 1487.32 1470.18 1475.95 1031500032
20000621 1475.95 1482.19 1468.00 1479.13 1009600000
20000622 1479.13 1479.13 1448.03 1452.18 1022700032
20000623 1452.18 1459.94 1438.31 1441.48 847600000
20000626 1441.48 1459.66 1441.48 1455.31 889000000
20000627 1455.31 1463.35 1450.55 1450.55 1042499968
20000628 1450.55 1467.63 1450.55 1454.82 1095100032
20000629 1454.82 1455.14 1434.63 1442.39 1110899968
20000630 1442.39 1454.68 1438.71 1454.60 1459699968
20000703 1454.60 1469.58 1450.85 1469.54 451900000
20000705 1469.54 1469.54 1442.45 1446.23 1019299968
20000706 1446.23 1461.65 1439.56 1456.67 947299968
20000707 1456.67 1484.12 1456.67 1478.90 931699968
20000710 1478.90 1486.56 1474.76 1475.62 838700032
20000711 1475.62 1488.77 1470.48 1480.88 980499968
20000712 1480.88 1497.69 1480.88 1492.92 1001200000
20000713 1492.92 1501.39 1489.65 1495.84 1026800000
20000714 1495.84 1509.99 1494.56 1509.98 960600000
20000717 1509.98 1517.32 1505.26 1510.49 906000000
20000718 1510.49 1510.49 1491.35 1493.74 908300032
20000719 1493.74 1495.63 1479.92 1481.96 909400000
20000720 1481.96 1501.92 1481.96 1495.57 1064600000
20000721 1495.57 1495.57 1477.91 1480.19 968300032
20000724 1480.19 1485.88 1463.80 1464.29 880300032
20000725 1464.29 1476.23 1464.29 1474.47 969400000
20000726 1474.47 1474.47 1452.42 1452.42 1235800064
20000727 1452.42 1464.91 1445.33 1449.62 1156400000
20000728 1449.62 1456.68 1413.89 1419.89 980000000
20000731 1419.89 1437.65 1418.71 1430.83 952600000
20000801 1430.83 1443.54 1428.96 1438.10 938700032
20000802 1438.10 1451.59 1433.49 1438.70 994499968
20000803 1438.70 1454.19 1425.43 1452.56 1095600000
20000804 1452.56 1462.93 1451.31 1462.93 956000000
20000807 1462.93 1480.80 1460.72 1479.32 854800000
20000808 1479.32 1484.52 1472.61 1482.80 992200000
20000809 1482.80 1490.33 1471.16 1472.87 1054000000
20000810 1472.87 1475.15 1459.89 1460.25 940800000
20000811 1460.25 1475.72 1453.06 1471.84 835500032
20000814 1471.84 1491.64 1468.56 1491.56 783800000
20000815 1491.56 1493.12 1482.74 1484.43 895900032
20000816 1484.43 1496.09 1475.74 1479.85 929800000
20000817 1479.85 1499.32 1479.85 1496.07 922400000
20000818 1496.07 1499.47 1488.99 1491.72 821400000
20000821 1491.72 1502.84 1491.13 1499.48 731600000
20000822 1499.48 1508.45 1497.42 1498.13 818800000
20000823 1498.13 1507.20 1489.52 1505.97 871000000
20000824 1505.97 1511.16 1501.25 1508.31 837100032
20000825 1508.31 1513.47 1505.09 1506.45 685600000
20000828 1506.45 1523.95 1506.45 1514.09 733600000
20000829 1514.09 1514.81 1505.46 1509.84 795600000
20000830 1509.84 1510.49 1500.09 1502.59 818400000
20000831 1502.59 1525.21 1502.59 1517.68 1056600000
20000901 1517.68 1530.09 1515.53 1520.77 767699968
20000905 1520.77 1520.77 1504.21 1507.08 838499968
20000906 1507.08 1512.61 1492.12 1492.25 995100032
20000907 1492.25 1505.34 1492.25 1502.51 985500032
20000908 1502.51 1502.51 1489.88 1494.50 961000000
20000911 1494.50 1506.76 1483.01 1489.26 899299968
20000912 1489.26 1496.93 1479.67 1481.99 991200000
20000913 1481.99 1487.45 1473.61 1484.91 1068300032
20000914 1484.91 1494.16 1476.73 1480.87 1014000000
20000915 1480.87 1480.96 1460.22 1465.81 1268400000
20000918 1465.81 1467.77 1441.92 1444.51 962499968
20000919 1444.51 1461.16 1444.51 1459.90 1024899968
20000920 1459.90 1460.49 1430.95 1451.34 1104000000
20000921 1451.34 1452.77 1436.30 1449.05 1105400064
20000922 1449.05 1449.05 1421.88 1448.72 1185500032
20000925 1448.72 1457.42 1435.93 1439.03 982400000
20000926 1439.03 1448.04 1425.25 1427.21 1106599936
20000927 1427.21 1437.22 1419.44 1426.57 1174700032
20000928 1426.57 1461.69 1425.78 1458.29 1206200064
20000929 1458.29 1458.29 1436.29 1436.51 1197100032
20001002 1436.52 1445.60 1429.83 1436.23 1051200000
20001003 1436.23 1454.82 1425.28 1426.46 1098099968
20001004 1426.46 1439.99 1416.31 1434.32 1167399936
20001005 1434.32 1444.17 1431.80 1436.28 1176099968
20001006 1436.28 1443.30 1397.06 1408.99 1150099968
20001009 1408.99 1409.69 1392.48 1402.03 716600000
20001010 1402.03 1408.83 1383.85 1387.02 1044000000
20001011 1387.02 1387.02 1349.67 1364.59 1387500032
20001012 1364.59 1374.93 1328.06 1329.78 1388600064
20001013 1329.78 1374.17 1327.08 1374.17 1223900032
20001016 1374.17 1379.48 1365.06 1374.62 1005400000
20001017 1374.62 1380.99 1342.34 1349.97 1161500032
20001018 1349.97 1356.65 1305.79 1342.13 1441699968
20001019 1342.13 1389.93 1342.13 1388.76 1297900032
20001020 1388.76 1408.47 1382.19 1396.93 1177400064
20001023 1396.93 1406.96 1387.75 1395.78 1046800000
20001024 1395.78 1415.64 1388.13 1398.13 1158599936
20001025 1398.13 1398.13 1362.21 1364.90 1315600000
20001026 1364.90 1372.72 1337.81 1364.44 1303800064
20001027 1364.44 1384.57 1364.13 1379.58 1086300032
20001030 1379.58 1406.36 1376.86 1398.66 1186499968
20001031 1398.66 1432.22 1398.66 1429.40 1366400000
20001101 1429.40 1429.60 1410.45 1421.22 1206800000
20001102 1421.22 1433.40 1421.22 1428.32 1167699968
20001103 1428.32 1433.21 1420.92 1426.69 997699968
20001106 1428.76 1438.46 1427.72 1432.19 930899968
20001107 1432.19 1436.22 1423.26 1431.87 880899968
20001108 1431.87 1437.28 1408.78 1409.28 909299968
20001109 1409.28 1409.28 1369.68 1400.14 1111000064
20001110 1400.14 1400.14 1365.97 1365.98 962499968
20001113 1365.98 1365.98 1328.62 1351.26 1129299968
20001114 1351.26 1390.06 1351.26 1382.95 1118800000
20001115 1382.95 1395.96 1374.75 1389.81 1066800000
20001116 1389.81 1394.76 1370.39 1372.32 956300032
20001117 1372.32 1384.85 1355.55 1367.72 1070400000
20001120 1367.72 1367.72 1341.67 1342.62 955800000
20001121 1342.62 1355.87 1333.62 1347.35 1137100032
20001122 1347.35 1347.35 1321.89 1322.36 963200000
20001124 1322.36 1343.83 1322.36 1341.77 404870016
20001127 1341.77 1362.50 1341.77 1348.97 946099968
20001128 1348.97 1358.81 1334.97 1336.09 1028200000
20001129 1336.09 1352.38 1329.28 1341.93 402100000
20001130 1341.91 1341.91 1294.90 1314.95 1186530048
20001201 1314.95 1334.67 1307.02 1315.23 1195200000
20001204 1315.18 1332.06 1310.23 1324.97 1103000064
20001205 1324.97 1376.56 1324.97 1376.54 900300032
20001206 1376.54 1376.54 1346.15 1351.46 1399299968
20001207 1351.46 1353.50 1339.26 1343.55 1128000000
20001208 1343.55 1380.33 1343.55 1369.89 1358300032
20001211 1369.89 1389.05 1364.14 1380.20 1202400000
20001212 1380.20 1380.27 1370.27 1371.18 1083399936
20001213 1371.18 1385.82 1358.48 1359.99 1195100032
20001214 1359.99 1359.99 1340.48 1340.93 1061299968
20001215 1340.93 1340.93 1305.38 1312.15 1561100032
20001218 1312.15 1332.32 1312.15 1322.74 1189900032
20001219 1322.96 1346.44 1305.20 1305.60 1324899968
20001220 1305.60 1305.60 1261.16 1264.74 1421600000
20001221 1264.74 1285.31 1254.07 1274.86 1449900032
20001222 1274.86 1305.97 1274.86 1305.95 1087100032
20001226 1305.97 1315.94 1301.64 1315.19 806499968
20001227 1315.19 1332.03 1310.96 1328.92 1092700032
20001228 1328.92 1335.93 1325.78 1334.22 1015299968
20001229 1334.22 1340.10 1317.51 1320.28 1035500032
20010102 1320.28 1320.28 1276.05 1283.27 1129400064
20010103 1283.27 1347.76 1274.62 1347.56 1880700032
20010104 1347.56 1350.24 1329.14 1333.34 2131000064
20010105 1333.34 1334.77 1294.95 1298.35 1430800000
20010108 1298.35 1298.35 1276.29 1295.86 1115500032
20010109 1295.86 1311.72 1295.14 1300.80 1191299968
20010110 1300.80 1313.76 1287.28 1313.27 1296499968
20010111 1313.27 1332.19 1309.72 1326.82 1411200000
20010112 1326.82 1333.21 1311.59 1318.55 1276000000
20010116 1318.32 1327.81 1313.33 1326.65 1205699968
20010117 1326.65 1346.92 1325.41 1329.47 1349100032
20010118 1329.89 1352.71 1327.41 1347.97 1444999936
20010119 1347.97 1354.55 1336.74 1342.54 1407800064
20010122 1342.54 1353.62 1333.84 1342.90 1164000000
20010123 1342.90 1362.90 1339.63 1360.40 1232600064
20010124 1360.40 1369.75 1357.28 1364.30 1308999936
20010125 1364.30 1367.35 1354.63 1357.51 1258000000
20010126 1357.51 1357.51 1342.75 1354.95 1098000000
20010129 1354.92 1365.54 1350.36 1364.17 1053100032
20010130 1364.17 1375.68 1356.20 1373.73 1149799936
20010131 1373.73 1383.37 1364.66 1366.01 1295299968
20010201 1366.01 1373.50 1359.34 1373.47 1118800000
20010202 1373.47 1376.38 1348.72 1349.47 1048400000
20010205 1349.47 1354.56 1344.48 1354.31 1013000000
20010206 1354.31 1363.55 1350.04 1352.26 1059600000
20010207 1352.26 1352.26 1334.26 1340.89 1158300032
20010208 1341.10 1350.32 1332.42 1332.53 1107200000
20010209 1332.53 1332.53 1309.98 1314.76 1075500032
20010212 1314.76 1330.96 1313.64 1330.31 1039100032
20010213 1330.31 1336.62 1317.51 1318.80 1075200000
20010214 1318.80 1320.73 1304.72 1315.92 1150300032
20010215 1315.92 1331.29 1315.92 1326.61 1153699968
20010216 1326.61 1326.61 1293.18 1301.53 1257200000
20010220 1301.53 1307.16 1278.44 1278.94 1112199936
20010221 1278.94 1282.97 1253.16 1255.27 1208499968
20010222 1255.27 1259.94 1228.33 1252.82 1365900032
20010223 1252.82 1252.82 1215.44 1245.86 1231299968
20010226 1245.86 1267.69 1241.71 1267.65 1130800000
20010227 1267.65 1272.76 1252.26 1257.94 1114099968
20010228 1257.94 1263.47 1229.65 1239.94 1225299968
20010301 1239.94 1241.36 1214.50 1241.23 1294899968
20010302 1241.23 1251.01 1219.74 1234.18 1294000000
20010305 1234.18 1242.55 1234.04 1241.41 929200000
20010306 1241.41 1267.42 1241.41 1253.80 1091800064
20010307 1253.80 1263.86 1253.80 1261.89 1132199936
20010308 1261.89 1266.50 1257.60 1264.74 1114099968
20010309 1264.74 1264.74 1228.42 1233.42 1085900032
20010312 1233.42 1233.42 1176.78 1180.16 1228999936
20010313 1180.16 1197.83 1171.50 1197.66 1360899968
20010314 1197.66 1197.66 1155.35 1166.71 1397400064
20010315 1166.71 1182.04 1166.71 1173.56 1259500032
20010316 1173.56 1173.56 1148.64 1150.53 1543559936
20010319 1150.53 1173.50 1147.18 1170.81 1126200064
20010320 1170.81 1180.56 1142.19 1142.62 1235900032
20010321 1142.62 1149.39 1118.74 1122.14 1346300032
20010322 1122.14 1124.27 1081.19 1117.58 1723949952
20010323 1117.58 1141.83 1117.58 1139.83 1364899968
20010326 1139.83 1160.02 1139.83 1152.69 1114000000
20010327 1152.69 1183.35 1150.96 1182.17 1314200064
20010328 1182.17 1182.17 1147.83 1153.29 1333400064
20010329 1153.29 1161.69 1136.26 1147.95 1234499968
20010330 1147.95 1162.80 1143.83 1160.33 1280800000
20010402 1160.33 1169.51 1137.51 1145.87 1254899968
20010403 1145.87 1145.87 1100.19 1106.46 1386099968
20010404 1106.46 1117.50 1091.99 1103.25 1425590016
20010405 1103.25 1151.47 1103.25 1151.44 1368000000
20010406 1151.44 1151.44 1119.29 1128.43 1266800000
20010409 1128.43 1146.13 1126.38 1137.59 1062800000
20010410 1137.59 1173.92 1137.59 1168.38 1349600000
20010411 1168.38 1182.24 1160.26 1165.89 1290300032
20010412 1165.89 1183.51 1157.73 1183.50 1102000000
20010416 1183.50 1184.64 1167.38 1179.68 913900032
20010417 1179.68 1192.25 1168.90 1191.81 1109600000
20010418 1191.81 1248.42 1191.81 1238.16 1918899968
20010419 1238.16 1253.71 1233.39 1253.69 1486800000
20010420 1253.70 1253.70 1234.41 1242.98 1338700032
20010423 1242.98 1242.98 1217.47 1224.36 1012600000
20010424 1224.36 1233.54 1208.89 1209.47 1216499968
20010425 1209.47 1232.36 1207.38 1228.75 1203600000
20010426 1228.75 1248.30 1228.75 1234.52 1345200000
20010427 1234.52 1253.07 1234.52 1253.05 1091299968
20010430 1253.05 1269.30 1243.99 1249.46 1266800000
20010501 1249.46 1266.47 1243.55 1266.44 1181299968
20010502 1266.44 1272.93 1257.70 1267.43 1342200064
20010503 1267.43 1267.43 1239.88 1248.58 1137900032
20010504 1248.58 1267.51 1232.00 1266.61 1082099968
20010507 1266.61 1270.00 1259.19 1263.51 949000000
20010508 1266.71 1267.01 1253.00 1261.20 1006300032
20010509 1261.20 1261.65 1247.83 1255.54 1132400000
20010510 1255.54 1268.14 1254.56 1255.18 1056700032
20010511 1255.18 1259.84 1240.79 1245.67 906200000
20010514 1245.67 1249.68 1241.02 1248.92 858200000
20010515 1248.92 1257.45 1245.36 1249.44 1071800000
20010516 1249.44 1286.39 1243.02 1284.99 1405299968
20010517 1284.99 1296.48 1282.65 1288.49 1355600000
20010518 1288.49 1292.06 1281.15 1291.96 1130800000
20010521 1291.96 1312.95 1287.87 1312.83 1174899968
20010522 1312.83 1315.93 1306.89 1309.38 1260400000
20010523 1309.38 1309.38 1288.70 1289.05 1134800000
20010524 1289.05 1295.04 1281.22 1293.17 1100700032
20010525 1293.17 1293.17 1276.42 1277.89 828099968
20010529 1277.89 1278.42 1265.41 1267.93 1026000000
20010530 1267.93 1267.93 1245.96 1248.08 1158599936
20010531 1248.08 1261.91 1248.07 1255.82 1226599936
20010601 1255.82 1265.34 1246.88 1260.67 1015000000
20010604 1260.67 1267.17 1256.36 1267.11 836499968
20010605 1267.11 1286.62 1267.11 1283.57 1116800000
20010606 1283.57 1283.85 1269.01 1270.03 1061900032
20010607 1270.03 1277.08 1265.08 1276.96 1089600000
20010608 1276.96 1277.11 1259.99 1264.96 726200000
20010611 1264.96 1264.96 1249.23 1254.39 870099968
20010612 1254.39 1261.00 1235.75 1255.85 1136499968
20010613 1255.85 1259.75 1241.59 1241.60 1063600000
20010614 1241.60 1241.60 1218.90 1219.87 1242899968
20010615 1219.87 1221.50 1203.03 1214.36 1635549952
20010618 1214.36 1221.23 1208.33 1208.43 1111600000
20010619 1208.43 1226.11 1207.71 1212.58 1184899968
20010620 1212.58 1225.61 1210.07 1223.14 1350099968
20010621 1223.14 1240.24 1220.25 1237.04 1546819968
20010622 1237.04 1237.73 1221.41 1225.35 1189200000
20010625 1225.35 1231.50 1213.60 1218.60 1050099968
20010626 1218.60 1220.70 1204.64 1216.76 1198899968
20010627 1216.76 1219.92 1207.29 1211.07 1162099968
20010628 1211.07 1234.44 1211.07 1226.20 1327299968
20010629 1226.20 1237.29 1221.14 1224.38 1832359936
20010702 1224.42 1239.78 1224.03 1236.72 1128300032
20010703 1236.71 1236.71 1229.43 1234.45 622110016
20010705 1234.45 1234.45 1219.15 1219.24 934899968
20010706 1219.24 1219.24 1188.74 1190.59 1056700032
20010709 1190.59 1201.76 1189.75 1198.78 1045699968
20010710 1198.78 1203.43 1179.93 1181.52 1263800064
20010711 1181.52 1184.93 1168.46 1180.18 1384099968
20010712 1180.18 1210.25 1180.18 1208.14 1394000000
20010713 1208.14 1218.54 1203.61 1215.68 1121699968
20010716 1215.68 1219.63 1200.05 1202.45 1039800000
20010717 1202.45 1215.36 1196.14 1214.44 1238099968
20010718 1214.44 1214.44 1198.33 1207.71 1316300032
20010719 1207.71 1225.04 1205.80 1215.02 1343500032
20010720 1215.02 1215.69 1207.04 1210.85 1170899968
20010723 1210.85 1215.22 1190.50 1191.03 986899968
20010724 1191.03 1191.03 1165.54 1171.65 1198700032
20010725 1171.65 1190.52 1171.28 1190.49 1280700032
20010726 1190.49 1204.18 1182.65 1202.93 1213900032
20010727 1202.93 1209.26 1195.99 1205.82 1015299968
20010730 1205.82 1209.05 1200.41 1204.52 909100032
20010731 1204.52 1222.74 1204.52 1211.23 1129200000
20010801 1211.23 1223.04 1211.23 1215.93 1340300032
20010802 1215.93 1226.27 1215.31 1220.75 1218300032
20010803 1220.75 1220.75 1205.31 1214.35 939900032
20010806 1214.35 1214.35 1197.35 1200.48 811699968
20010807 1200.47 1207.56 1195.64 1204.40 1012000000
20010808 1204.40 1206.79 1181.27 1183.53 1124600064
20010809 1183.53 1184.71 1174.68 1183.43 1104199936
20010810 1183.43 1193.33 1169.55 1190.16 960899968
20010813 1190.16 1193.82 1185.12 1191.29 837600000
20010814 1191.29 1198.79 1184.26 1186.73 964600000
20010815 1186.73 1191.21 1177.61 1178.02 1065600000
20010816 1178.02 1181.80 1166.08 1181.66 1055400000
20010817 1181.66 1181.66 1156.07 1161.97 974300032
20010820 1161.97 1171.41 1160.94 1171.41 897100032
20010821 1171.41 1179.85 1156.56 1157.26 1041600000
20010822 1157.26 1168.56 1153.34 1165.31 1110800000
20010823 1165.31 1169.86 1160.96 1162.09 986200000
20010824 1162.09 1185.15 1162.09 1184.93 1043600000
20010827 1184.93 1186.85 1178.07 1179.21 842600000
20010828 1179.21 1179.66 1161.17 1161.51 987100032
20010829 1161.51 1166.97 1147.38 1148.56 963699968
20010830 1148.60 1151.75 1124.87 1129.03 1156999936
20010831 1129.03 1141.83 1126.38 1133.58 920099968
20010904 1133.58 1155.40 1129.06 1132.94 1178300032
20010905 1132.94 1135.52 1114.86 1131.74 1384499968
20010906 1131.74 1131.74 1105.83 1106.40 1359699968
20010907 1106.40 1106.40 1082.12 1085.78 1424300032
20010910 1085.78 1096.94 1073.15 1092.54 1276600064
20010917 1092.54 1092.54 1037.46 1038.77 2330830080
20010918 1038.77 1046.42 1029.25 1032.74 1650409984
20010919 1032.74 1038.91 984.62 1016.10 2120550016
20010920 1016.10 1016.10 984.49 984.54 2004800000
20010921 984.54 984.54 944.75 965.80 2317299968
20010924 965.80 1008.44 965.80 1003.45 1746599936
20010925 1003.45 1017.14 998.33 1012.27 1613799936
20010926 1012.27 1020.29 1002.62 1007.04 1519100032
20010927 1007.04 1018.92 998.24 1018.61 1467000064
20010928 1018.61 1040.94 1018.61 1040.94 1631500032
20011001 1040.94 1040.94 1026.76 1038.55 1175600000
20011002 1038.55 1051.33 1034.47 1051.33 1289799936
20011003 1051.33 1075.38 1041.48 1072.28 1650599936
20011004 1072.28 1084.12 1067.82 1069.63 1609100032
20011005 1069.62 1072.35 1053.50 1071.38 1301699968
20011008 1071.37 1071.37 1056.88 1062.44 979000000
20011009 1062.44 1063.37 1053.83 1056.75 1227800064
20011010 1056.75 1081.62 1052.76 1080.99 1312400000
20011011 1080.99 1099.16 1080.99 1097.43 1704579968
20011012 1097.43 1097.43 1072.15 1091.65 1331399936
20011015 1091.65 1091.65 1078.19 1089.98 1024700032
20011016 1089.98 1101.66 1087.13 1097.54 1210499968
20011017 1097.54 1107.12 1076.57 1077.09 1452199936
20011018 1077.09 1077.94 1064.54 1068.61 1262899968
20011019 1068.61 1075.52 1057.24 1073.48 1294899968
20011022 1073.48 1090.57 1070.79 1089.90 1105699968
20011023 1089.90 1098.99 1081.53 1084.78 1317299968
20011024 1084.78 1090.26 1079.98 1085.20 1336199936
20011025 1085.20 1100.09 1065.64 1100.09 1364400000
20011026 1100.09 1110.61 1094.24 1104.61 1244499968
20011029 1104.61 1104.61 1078.30 1078.30 1106099968
20011030 1078.30 1078.30 1053.61 1059.79 1297400064
20011031 1059.79 1074.79 1057.55 1059.78 1352499968
20011101 1059.78 1085.61 1054.31 1084.10 1317400064
20011102 1084.10 1089.63 1075.58 1087.20 1121900032
20011105 1087.20 1106.72 1087.20 1102.84 1267699968
20011106 1102.84 1119.73 1095.36 1118.86 1356000000
20011107 1118.86 1126.62 1112.98 1115.80 1411299968
20011108 1115.80 1135.75 1115.42 1118.54 1517500032
20011109 1118.54 1123.02 1111.13 1120.31 1093799936
20011112 1120.31 1121.71 1098.32 1118.33 991600000
20011113 1118.33 1139.14 1118.33 1139.09 1370099968
20011114 1139.09 1148.28 1132.87 1141.21 1443399936
20011115 1141.21 1146.46 1135.06 1142.24 1454499968
20011116 1142.24 1143.52 1129.92 1138.65 1337400064
20011119 1138.65 1151.06 1138.65 1151.06 1316800000
20011120 1151.06 1152.45 1142.17 1142.66 1330200064
20011121 1142.66 1142.66 1129.78 1137.03 1029299968
20011123 1137.03 1151.05 1135.90 1150.34 410300000
20011126 1150.34 1157.88 1146.17 1157.42 1129799936
20011127 1157.42 1163.38 1140.81 1149.50 1288000000
20011128 1149.50 1149.50 1128.29 1128.52 1423699968
20011129 1128.52 1140.40 1125.51 1140.20 1375699968
20011130 1140.20 1143.57 1135.89 1139.45 1343600000
20011203 1139.45 1139.45 1125.78 1129.90 1202899968
20011204 1129.90 1144.80 1128.86 1144.80 1318499968
20011205 1143.77 1173.62 1143.77 1170.35 1765299968
20011206 1170.35 1173.35 1164.43 1167.10 1487900032
20011207 1167.10 1167.10 1152.66 1158.31 1248199936
20011210 1158.31 1158.31 1139.66 1139.93 1218700032
20011211 1139.93 1150.89 1134.32 1136.76 1367200000
